station_id,distance_from_station,poi_name,category_names,address
2a86fb913aad33c3e3deee02dd93f76d,182,Yiamas Greek Taverna,"('Greek Restaurant',)",16-20 Bath St
2a86fb913aad33c3e3deee02dd93f76d,34,WHSmith,"('Bookstore',)",Killermont St
dd9ad2381ac6eb2e2826d3d8104297ec,132,Buchanan Galleries,"('Shopping Mall',)",220 Buchanan St
3ddf8661cd54b63e042898f8c83b38e0,342,Ardnamurchan,"('Whisky Bar', 'Scottish Restaurant')",325 Hope St
3ddf8661cd54b63e042898f8c83b38e0,416,Tiso Glasgow Outdoor Experience,"('Bicycle Store',)",50 Couper St
2a86fb913aad33c3e3deee02dd93f76d,265,The Raven,"('Bar', 'Restaurant')",81-85 Renfield St
ab5e5dc12c8217d4077ba0df3970feb5,163,"WEST Brewery, Bar & Restaurant","('Brewery', 'Bar')","Templeton Building, Glasgow Green"
ab5e5dc12c8217d4077ba0df3970feb5,386,Glasgow Green Football Centre,"('Gym and Studio',)",28 Kings Dr
f806566ccd2263bd5dbb624cdd0fb7f3,494,Bridgeton Post Office,"('Post Office',)",Main St
ab5e5dc12c8217d4077ba0df3970feb5,300,People's Palace,"('History Museum',)",Glasgow Green
f806566ccd2263bd5dbb624cdd0fb7f3,408,Glasgow City Council,"('Primary and Secondary School',)",35 David St
ec3d6eba43f27b84b35067a84fbc00c9,61,Saint Luke’s,"('Music Venue', 'Bar')",17 Bain Square
ab5e5dc12c8217d4077ba0df3970feb5,290,The Doulton Fountain,"('Landmarks and Outdoors',)",Glasgow Green
ab5e5dc12c8217d4077ba0df3970feb5,309,Winter Gardens,"('History Museum', 'Community and Government', 'Garden')",Glasgow Green
f806566ccd2263bd5dbb624cdd0fb7f3,527,Ursa Gates,"('Security and Safety',)",27 Fordneuk St
f8c52a83b6eb4a07b1ce65cdd46f12f6,367,Glasgow Green,"('Park',)",Greendyke St
1172741997ccd599fa530bfb8451808c,138,On Call Care Service,"('Government Department',)",117 Old Rutherglen Rd
1172741997ccd599fa530bfb8451808c,138,Oncall Hub,"('Government Department',)",117 Old Rutherglen Rd
f8c52a83b6eb4a07b1ce65cdd46f12f6,152,Billy Bilsland Cycles,"('Bicycle Store',)",176 Saltmarket
a8db8c24388d5d0ce7143678dfa0e676,32,Co-op Food - Glasgow - Crown Street,"('Grocery Store',)",190 Crown St
1172741997ccd599fa530bfb8451808c,223,Gorbals Recycles Project,"('Government Department',)",203 Old Rutherglen Rd
1172741997ccd599fa530bfb8451808c,293,The Adelphi Tria Cafe,"('Café',)",The Adelphi Centre
ef89ae581497a99c0a1d61db38e53380,1,La Fiorentina,"('Italian Restaurant',)",2 Paisley Rd West
27e224157e6a5dcec09cd3ad37b62315,132,Nando's,"('Restaurant',)",Paisley Rd West
654cfe414a7d682dfffd1259586b364f,386,India Quay,"('Indian Restaurant',)",181 Finnieston St
27e224157e6a5dcec09cd3ad37b62315,186,Cook & Indi's World Buffet,"('Buffet',)",251 Paisley Rd
b60e67062c32d2147f8892de3a446610,298,Berkeley 2,"('Music Venue', 'Arts and Entertainment')",93 Lancefield St
654cfe414a7d682dfffd1259586b364f,124,The SSE Hydro,"('Concert Hall', 'Theater', 'Bar')",Exhibition Way
ef89ae581497a99c0a1d61db38e53380,421,Glasgow Golf Centre,"('Golf Driving Range',)",124 Portman St
ef89ae581497a99c0a1d61db38e53380,467,Star For a Day,"('Recording Studio',)",542 Scotland St West
ef89ae581497a99c0a1d61db38e53380,504,The Fish People Cafe,"('Seafood Restaurant',)",350 Scotland St
101c6cd7749f373507e9444f5222b7f2,76,Oro,"('Italian Restaurant',)",85 Kilmarnock Rd
101c6cd7749f373507e9444f5222b7f2,139,Deli Zola Glasgow,"('Deli',)","11 Skirving St, Shawlands"
101c6cd7749f373507e9444f5222b7f2,200,D'nisi,"('Café', 'Coffee Shop', 'Restaurant')",265 Kilmarnock Rd
80c191c76711807560f1dee0ec98b9c4,181,Cafe Strange Brew,"('Café', 'Restaurant')",1109 Pollokshaws Rd
80c191c76711807560f1dee0ec98b9c4,111,Salt & Vinegar,"('Fish and Chips Shop', 'Fast Food Restaurant', 'Seafood Restaurant')",1044 Pollokshaws Rd
80c191c76711807560f1dee0ec98b9c4,92,Brooklyn Cafe,"('Café', 'Restaurant')",21-23 Minard Rd
101c6cd7749f373507e9444f5222b7f2,300,Newlands Post Office,"('Post Office',)",174 Kilmarnock Rd
80c191c76711807560f1dee0ec98b9c4,15,The Glad Cafe,"('Music Venue', 'Café', 'Restaurant')",1006a Pollokshaws Rd
101c6cd7749f373507e9444f5222b7f2,695,Loks Bar & Kitchen,"('Restaurant',)",16 Newlandsfield Rd
90f4aed9eeacf63d2f1a9af8ba77d5bc,403,Langside Cafe,"('Barbershop',)",33 Langside Pl
d204cd406e1b7af53252157f13d4df60,56,Pollok Country Park,"('Park',)",2060 Pollokshaws Rd
8486f63f1088194889096079329cdbdb,703,Glasgow Parkrun,"('Gym and Studio',)",
8486f63f1088194889096079329cdbdb,1001,Pollok Golf Club,"('Golf Course',)",90 Barrhead Rd
66bf0c2b0588b8c742caeb43d89a82c2,134,Celino's,"('Deli', 'Italian Restaurant')",622 Alexandra Parade
66bf0c2b0588b8c742caeb43d89a82c2,489,Alexandra Park,"('Park',)",10 Sannox Gardens
64351cf3fd58727dbb26147dec40e855,141,Dennistoun Bar-B-Que,"('BBQ Joint', 'Burger Joint', 'American Restaurant')",585 Duke St
f3ad8b8957d8be86ce18b8c9a43f02e1,326,Coia's Cafe,"('Café', 'Coffee Shop', 'Italian Restaurant')",473 Duke St
f3ad8b8957d8be86ce18b8c9a43f02e1,244,Tibo,"('Bistro', 'Cafe, Coffee, and Tea House', 'English Restaurant')",443 Duke St
64351cf3fd58727dbb26147dec40e855,323,The Duchess of Duke Street,"('Pub', 'Restaurant')",380 Duke St
f3ad8b8957d8be86ce18b8c9a43f02e1,331,Tapa Organic,"('Bakery',)",21 Whitehill St
64351cf3fd58727dbb26147dec40e855,234,Greggs,"('Bakery',)",543/545 Duke St
10998482c3187c80b1fc322bee154cb6,164,Subway,"('Deli', 'Fast Food Restaurant')",433 Alexandra Parade
f3ad8b8957d8be86ce18b8c9a43f02e1,75,Redmond's,"('Pub', 'Restaurant')",304 Duke St
64351cf3fd58727dbb26147dec40e855,380,Home Bargains,"('Discount Store',)",Forge Retail Park
64351cf3fd58727dbb26147dec40e855,456,B&M Home Store with Garden Centre,"('Discount Store',)",11 Biggar St
c8234c56f76f3f84d81c54ceedbdab54,161,The Buttery,"('Restaurant',)",652 Argyle St
0e94d2ad012bff0cf23497963ff5fd77,446,Scotland Street School Museum,"('History Museum',)",225 Scotland St
b98603df18dece74e168037c3fe67a2c,52,Glasgow Film Theatre,"('Indie Movie Theater',)",12 Rose St
faf9e8803c8d80741d74f98cb9ba8337,89,The Butterfly & the Pig,"('Bar', 'Gastropub')",153 Bath St
b98603df18dece74e168037c3fe67a2c,76,Nando's,"('Restaurant',)",263 Sauchiehall St
b98603df18dece74e168037c3fe67a2c,132,Smile Cafe Central,"('Café', 'Coffee Shop', 'Restaurant')",121 Douglas St
ad008187b01147da4b6986fec9f25495,93,Red Onion,"('Restaurant',)",257 West Campbell St
faf9e8803c8d80741d74f98cb9ba8337,39,Primark,"('Clothing Store',)",171 Sauchiehall St
ad008187b01147da4b6986fec9f25495,84,Waterstone's,"('Bookstore',)",153-157 Sauchiehall St
ad008187b01147da4b6986fec9f25495,193,Gamba,"('Seafood Restaurant',)",225a West George St
90f4aed9eeacf63d2f1a9af8ba77d5bc,63,Battlefield Rest,"('Italian Restaurant',)",55 Battlefield Rd
90f4aed9eeacf63d2f1a9af8ba77d5bc,183,Grain and Grind,"('Coffee Shop', 'Restaurant')",50 Battlefield Rd
af89fc71d4e9b25fd63a7ae8861f4c03,218,Asda,"('Grocery Store',)",555 Prospecthill Rd
6006222102c4bdaf1e119fc089393312,37,See Woo Restaurant,"('Cantonese Restaurant', 'Dim Sum Restaurant')","The Point, 29 Saracen St"
6006222102c4bdaf1e119fc089393312,153,Bilis Electric Mopeds,(),"The Whisky Bond - Distillery, 2, Dawson Rd"
6006222102c4bdaf1e119fc089393312,176,Ic Mobile Lab,(),The Whisky Bond
6006222102c4bdaf1e119fc089393312,249,Elmwood,"('Manufacturer',)",25 Eagle St
12aac9e40a335ee43b231c94972a7a69,378,R D Tyre Service,"('Automotive Repair Shop', 'Tire Repair Shop')",460 Pinkston Rd
6006222102c4bdaf1e119fc089393312,456,Sound & Vision a V,"('Audiovisual Service',)",100 Borron St
6006222102c4bdaf1e119fc089393312,657,Ocho,"('Café', 'Restaurant')",8 Speirs Wharf
6006222102c4bdaf1e119fc089393312,537,Breedon Aggregates,(),Highcraighall Rd
4569cc932fe326799b99930cad84c476,362,Keppoch Nursery School,"('Nursery School',)",65 Stonyhurst St
7ad6b0b3be3cb3d85e687bdf53358611,17,Rockvilla Pizza,"('Pizzeria',)",6 Possil Rd
7f57f6deed054209b94f5d22e1bb5b68,292,Cafe D’Jaconelli,"('Café', 'Restaurant')",570 Maryhill Rd
7f57f6deed054209b94f5d22e1bb5b68,308,Firhill Stadium,"('Stadium',)",80 Firhill Rd
a19e9249f64251a331f70f78845241c9,290,Strathmore Bar,"('Pub', 'Restaurant')",775 Maryhill Rd
7ad6b0b3be3cb3d85e687bdf53358611,722,The Hug and Pint,"('Pub', 'Restaurant')",Great Western Rd 171
540d5877eb2aa25add536be07be49962,41,Inn Deep,"('Beer Bar', 'Restaurant')",445 Great Western Rd
7f57f6deed054209b94f5d22e1bb5b68,727,Morello,"('Pizzeria', 'Fast Food Restaurant', 'Middle Eastern Restaurant')",253 Great Western Rd
540d5877eb2aa25add536be07be49962,82,Paesano Pizza,"('Pizzeria', 'Italian Restaurant')",471 Great Western Rd
540d5877eb2aa25add536be07be49962,124,Cottonrake Bakery,"('Bakery', 'Restaurant')",497 Great Western Rd
540d5877eb2aa25add536be07be49962,47,Roots Fruits & Flowers,"('Flower Store',)",451-457 Great Western Rd
bc208a63ac25b883b9eb6e28bfff2f28,60,Maryhill Post Office,"('Post Office',)",1201 Maryhill Rd
bc208a63ac25b883b9eb6e28bfff2f28,31,McDonald's,"('Burger Joint', 'Fast Food Restaurant')",1200 Maryhill Rd
a19e9249f64251a331f70f78845241c9,602,Ruchill Park,"('Park',)",
4569cc932fe326799b99930cad84c476,221,William Hill,"('Casino',)",238 Saracen St
4569cc932fe326799b99930cad84c476,307,BM Metals,"('Metals Supplier',)",33 Balmore Rd
4569cc932fe326799b99930cad84c476,339,Zayns Tandoori,"('Fast Food Restaurant', 'Indian Restaurant')",267 Saracen St
4569cc932fe326799b99930cad84c476,482,Home Bargains,"('Discount Store',)",20 Stronend St
4569cc932fe326799b99930cad84c476,386,"World Mission Agency - Winner's Chapel International, Scotland","('Spiritual Center',)",41 Ashfield St
4569cc932fe326799b99930cad84c476,505,Lidl,"('Grocery Store',)",109 Balmore Rd
4569cc932fe326799b99930cad84c476,503,Allander Surgery,"(""Doctor's Office"",)",191 Denmark St
9b7e254f4f98c7ab070e5a9958d420ef,137,Costa Coffee,"('Coffee Shop',)",1221 Gallowgate Glasgow
2c49302c8bb3a00373f898594228a941,301,Celtic Park,"('Sporting Goods Retail',)",18 Kerrydale St
9b7e254f4f98c7ab070e5a9958d420ef,362,Aerials Alert,"('Telecommunication Service',)",1201 Duke St
ed8440d874a0b4205ddbcc0bc56f3d49,65,Glasgow Rocks Pro Basketball,"('Basketball Court',)",1000 London Rd
9b7e254f4f98c7ab070e5a9958d420ef,633,Sign Image Glasgow,"('Print Store',)",317-349 Shettleston Rd
9b7e254f4f98c7ab070e5a9958d420ef,701,Parkhead Community Nursery,"('Nursery School',)",61 Crail St
9b7e254f4f98c7ab070e5a9958d420ef,733,Eastfields PARK,"('Park',)",
9b7e254f4f98c7ab070e5a9958d420ef,783,Parkhead Community Nursery,"('Nursery School',)",17 Pharonhill St
9b7e254f4f98c7ab070e5a9958d420ef,840,Westmuir High School,"('High School',)",255 Rigby St
c8234c56f76f3f84d81c54ceedbdab54,97,Cast Iron Grill,"('Restaurant',)",500 Argyle St
6c5f3eaafa4323831910bb404125cef9,94,La Lanterna,"('Italian Restaurant',)",35 Hope St
e1daeb462bfffe1b0270860d3923303f,39,St Louis Cafe Bar,"('Wine Bar', 'Café', 'Restaurant')",734 Dumbarton Rd
e1daeb462bfffe1b0270860d3923303f,274,Bibi's,"('Mexican Restaurant',)",599 Dumbarton Rd
e1daeb462bfffe1b0270860d3923303f,130,Starbucks,"('Coffee Shop',)",290 Castlebank St
e1daeb462bfffe1b0270860d3923303f,304,Meadow Road Coffee,"('Coffee Shop', 'Restaurant')",579 Dumbarton Rd
e1daeb462bfffe1b0270860d3923303f,354,Basta,"('Pizzeria',)",561 Dumbarton Rd
d9eacbf78518d186400386d90f0cf49c,209,Kothel,"('Café', 'Restaurant')",300 Crow Rd
e1daeb462bfffe1b0270860d3923303f,614,Sainsbury's,"('Grocery Store',)",80 Crow Rd
e1daeb462bfffe1b0270860d3923303f,538,Subway,"('Deli', 'Fast Food Restaurant')",Crow Rd
e1daeb462bfffe1b0270860d3923303f,600,Caffè Nero,"('Cafe, Coffee, and Tea House',)",West End Retail Park
e1daeb462bfffe1b0270860d3923303f,632,Roastit Bubbly Jocks,"('Scottish Restaurant',)",450 Dumbarton Rd
e9411faefce1d3a87601ad2dae1d1efc,151,Jelly Hill,"('Bistro', 'Café', 'Coffee Shop')",195 Hyndland Rd
e9411faefce1d3a87601ad2dae1d1efc,389,The Hyndland Cafe,"('Café', 'Sandwich Spot')",96 Clarence Dr
e9411faefce1d3a87601ad2dae1d1efc,438,Caffe Parma,"('Italian Restaurant',)",30A Hyndland Rd
e9411faefce1d3a87601ad2dae1d1efc,439,Cafe Source Too,"('Restaurant',)",32 Hughenden Rd
e1d3e09da4969404a689700ed36b5d56,530,Cafezique,"('Café', 'Deli', 'French Restaurant')",66 Hyndland St
e9411faefce1d3a87601ad2dae1d1efc,515,Delizique,"('Gourmet Store',)",66 Hyndland St
e1d3e09da4969404a689700ed36b5d56,482,My Home Bakery,"('Bakery', 'Deli')",59 Hyndland St
e1d3e09da4969404a689700ed36b5d56,381,Kaf Coffee,"('Bakery', 'Café', 'Restaurant')",5 Hyndland St
3c3dcd5ab1d1b41a307a4436823f798a,148,Celino's Partick,"('Deli', 'Italian Restaurant')",235 Dumbarton Rd
85c3b5be1873561dc445f46324d143b7,78,Caffè Nero,"('Cafe, Coffee, and Tea House',)","St Enoch Square, City Centre"
ad008187b01147da4b6986fec9f25495,128,Opium,"('Dim Sum Restaurant', 'Thai Restaurant')",191 Hope St
ad008187b01147da4b6986fec9f25495,156,The Pot Still,"('Whisky Bar', 'Wine Bar', 'Restaurant')",154 Hope St
ad008187b01147da4b6986fec9f25495,144,Rishi's Indian Aroma,"('Indian Restaurant',)",61 Bath St
ad008187b01147da4b6986fec9f25495,210,Gin 71,"('Cocktail Bar', 'Wine Bar', 'Restaurant')",71 Renfield St
f3ad8b8957d8be86ce18b8c9a43f02e1,53,Post Office,"('Post Office',)",1 Annfield Pl
f3ad8b8957d8be86ce18b8c9a43f02e1,174,Nakodar Grill,"('Indian Restaurant',)",13 Annfield Pl
f3ad8b8957d8be86ce18b8c9a43f02e1,82,Lidl,"('Grocery Store',)",285 Duke St
f3ad8b8957d8be86ce18b8c9a43f02e1,107,Quickhits slot,"('Casino',)",Duke St
ab5e5dc12c8217d4077ba0df3970feb5,611,Barras Art and Design,"('Arts and Entertainment',)",54 Calton Entry
ec3d6eba43f27b84b35067a84fbc00c9,106,Barrowland Ballroom,"('Concert Hall', 'Music Venue', 'Theater')",244 Gallowgate
bfdb33b93e6a6a80f01c46a8284203e0,66,George Square,"('Bar', 'Seafood Restaurant')",40 George Square
dd9ad2381ac6eb2e2826d3d8104297ec,118,Anchor Line,"('Cocktail Bar', 'Wine Bar', 'Diner')",12-16 St Vincent Pl
dd9ad2381ac6eb2e2826d3d8104297ec,117,The Citizen Bar & Dining Rooms,"('Cocktail Bar', 'Restaurant')",24 St Vincent Pl
dd9ad2381ac6eb2e2826d3d8104297ec,130,Apple Glasgow,"('Electronics Store',)",147 Buchanan St
6f47ac14f7aaa6b2c04936f30a5c2bb6,168,Eusebi Deli,"('Italian Restaurant',)",152 Park Rd
6f47ac14f7aaa6b2c04936f30a5c2bb6,278,Stravaigin,"('Gastropub',)",28 Gibson St
5c9021a0e68ddd0d3e47cc90e59c77c8,166,Tramway,"('Music Venue', 'Theater', 'Restaurant')",25 Albert Dr
5c9021a0e68ddd0d3e47cc90e59c77c8,11,Ar Furnishings Group,(),"Studio 105 105, Albert Dr"
5c9021a0e68ddd0d3e47cc90e59c77c8,52,Masjid Noor Muslim Mosque,"('Mosque',)",79 Forth St
ba6d3b1c4cafd1b3e29f950f613c4605,358,Ranjit's Kitchen,"('Café', 'North Indian Restaurant')",607 Pollokshaws Rd
a9d5888ec8ab5a638fbe933e0a5311de,245,Allison Arms,"('Arts and Entertainment', 'Pub', 'Sports Bar')",720 Pollokshaws Rd
a9d5888ec8ab5a638fbe933e0a5311de,318,Koelschip Yard,"('Beer Bar', 'Wine Bar')",686-688 Pollokshaws Rd
a9d5888ec8ab5a638fbe933e0a5311de,225,Pot Luck,"('Dining and Drinking',)",
a9d5888ec8ab5a638fbe933e0a5311de,254,Rum Shack,"('Cocktail Bar', 'Caribbean Restaurant')",657-659 Pollokshaws Rd
a9d5888ec8ab5a638fbe933e0a5311de,188,The Bungo,"('Bar', 'Restaurant')",17-21 Nithsdale Rd
5c9021a0e68ddd0d3e47cc90e59c77c8,364,Subway,"('Deli', 'Fast Food Restaurant')",38 Herriet St
7fd473d65bb4ead7217d778a38d56dc2,263,MacDonald Studio,"('Photographer',)",11 Buchanan Gardens 197
7fd473d65bb4ead7217d778a38d56dc2,287,Ainscough Crane Hire,(),2600 London Rd
7fd473d65bb4ead7217d778a38d56dc2,316,Mount Vernon Community Hall,"('Community and Government',)",Mount vernon park
7fd473d65bb4ead7217d778a38d56dc2,377,Mount Vernon Service Station,"('Fuel Station',)",299 Mount Vernon Ave
7fd473d65bb4ead7217d778a38d56dc2,512,Mount Vernon Primary School,"('Elementary School',)",Penryn Gardens
7fd473d65bb4ead7217d778a38d56dc2,588,City Plumbing Supplies,"('Plumber',)",2500 London Rd
7fd473d65bb4ead7217d778a38d56dc2,625,St Francis of Assisi,"('Church',)",Crown St
7fd473d65bb4ead7217d778a38d56dc2,675,Dogs Trust,"('Pet Sitting and Boarding Service',)",315 Hamilton Rd
7fd473d65bb4ead7217d778a38d56dc2,733,V K Timber,"('Construction Supplies Store',)",2430 London Rd
7fd473d65bb4ead7217d778a38d56dc2,794,The Woodend,"('Bar', 'Restaurant')",129 Hamilton Rd
90ca952e355fd4673ea26061d13d8841,29,Domino's Pizza,"('Pizzeria', 'Fast Food Restaurant')",828 Crow Rd
90ca952e355fd4673ea26061d13d8841,113,Costa Coffee,"('Coffee Shop',)","Dr Thru, 870 Crow Rd"
90ca952e355fd4673ea26061d13d8841,87,Post Office,"('Post Office',)",1606 Great Western Rd
90ca952e355fd4673ea26061d13d8841,91,Currys,"('Computers and Electronics Retail',)","Crow Rd, Anniesland Retail Park"
90ca952e355fd4673ea26061d13d8841,66,Glamour Paws,"('Pet Grooming Service', 'Pet Sitting and Boarding Service', 'Pet Supplies Store')",1613 Great Western Rd
90ca952e355fd4673ea26061d13d8841,174,Morrisons,"('Grocery Store',)",900 Crow Rd
90ca952e355fd4673ea26061d13d8841,409,Chip Chik Inn,"('Fish and Chips Shop',)",37 Fulton St
90ca952e355fd4673ea26061d13d8841,393,Bawarchi Indian restaurant,"('Indian Restaurant',)",995 Crow St
90ca952e355fd4673ea26061d13d8841,402,Scotia Stoves,"('Professional Cleaning Service',)",987 Crow Rd
90ca952e355fd4673ea26061d13d8841,405,Kumon Study Centre Glasgow,"('Education',)","Glasgow Academical Rugby Club, Helensburgh Dr"
8af6d6e52a43dc3df9086e10ab9da2a1,183,King Tut's Wah Wah Hut,"('Music Venue', 'Wine Bar', 'Restaurant')",272a St Vincent St
a1829c3fd840369355ada2949567d15a,105,Bavaria Brauhaus,"('Beer Bar', 'Restaurant')",30 Bothwell St
a1829c3fd840369355ada2949567d15a,102,Rhoderick Dhu,"('Beer Bar',)",21-23 Waterloo St
a1829c3fd840369355ada2949567d15a,68,The Smoking Fox,"('Bar',)",6-8 Waterloo St
a1829c3fd840369355ada2949567d15a,72,Alston Bar & Beef,"('Bar', 'American Restaurant', 'Steakhouse')",79 Gordon St
540d5877eb2aa25add536be07be49962,192,Tiffney's Steakhouse,"('Cafe, Coffee, and Tea House', 'Scottish Restaurant', 'Steakhouse')",61 Otago St
6f47ac14f7aaa6b2c04936f30a5c2bb6,254,Tchai-Ovna House of Tea,"('Tea Room', 'Restaurant')",42 Otago Lane
a5fe191b595724ce2fa7372b3ccca653,81,Kelvingrove Art Gallery and Museum,"('Art Gallery',)",Argyle St
a5fe191b595724ce2fa7372b3ccca653,132,Mother India's Cafe,"('Indian Restaurant',)",1355 Argyle St
a5fe191b595724ce2fa7372b3ccca653,157,BrewDog Glasgow,"('Beer Bar', 'Burger Joint')",1397 Argyle St
a5fe191b595724ce2fa7372b3ccca653,163,The Butchershop Bar & Grill,"('Wine Bar', 'Steakhouse')",1055 Sauchiehall St
a5fe191b595724ce2fa7372b3ccca653,200,Roast,"('Café', 'Sandwich Spot')",1299 Argyle St
